transaction_id,Date,location_id,platform_id,game_edition_id,sales_channel_id,retailer_id,release_phase_id,special_event_id,season,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,online_players,story_mode_players,dlc_revenue_usd,holiday_season
GTA5-104751,31/10/2017,49,5,2,2,11,3,2,Autumn,192,5337.6,27.8,7.3,7040,5294,3351.4,0
GTA5-104744,31/10/2017,50,4,1,2,7,3,2,Autumn,391,14322.33,36.63,8.4,17838,11012,13872,0
GTA5-104709,31/10/2017,51,4,2,2,11,3,2,Autumn,398,14053.38,35.31,11.7,21196,13667,14506.89,0
GTA5-104752,31/10/2017,52,5,2,2,11,3,2,Autumn,254,6581.14,25.91,13.6,8271,4190,4006.18,0
GTA5-104737,31/10/2017,53,3,2,2,10,3,2,Autumn,54,1965.06,36.39,9,2056,1476,1410.68,0
GTA5-104767,31/10/2017,54,5,2,2,9,3,2,Autumn,67,1874.66,27.98,6.7,3413,1854,2807.5,0
GTA5-104722,31/10/2017,55,4,2,2,7,3,2,Autumn,637,21498.75,33.75,15.6,34445,14936,33178.26,0
GTA5-104749,31/10/2017,56,2,2,1,5,3,2,Autumn,289,7331.93,25.37,15.4,11445,5949,5356.49,0
GTA5-104789,31/10/2017,57,4,2,2,10,3,2,Autumn,288,11171.52,38.79,3,12616,7486,5771.79,0
GTA5-104725,31/10/2017,58,3,3,2,11,3,2,Autumn,319,12220.89,38.31,4.2,17980,11921,14094.97,0
GTA5-104748,31/10/2017,59,5,2,2,9,3,2,Autumn,199,4797.89,24.11,19.6,8686,5520,2431.17,0
GTA5-104760,31/10/2017,60,2,2,1,3,3,2,Autumn,149,3865.06,25.94,13.5,7292,4477,5712.96,0
GTA5-104714,31/10/2017,61,2,2,2,7,3,2,Autumn,106,3178.94,29.99,0,4143,1644,1548.88,0
GTA5-104754,31/10/2017,62,1,1,1,2,3,2,Autumn,265,7279.55,27.47,8.4,13816,7254,9093.77,0
GTA5-104723,31/10/2017,63,5,2,2,9,3,2,Autumn,651,18449.34,28.34,5.5,24416,12677,15011.17,0
GTA5-104792,31/10/2017,64,2,2,1,1,3,2,Autumn,146,3327.34,22.79,24,10492,5453,5231.2,0
GTA5-104775,31/10/2017,65,3,3,1,2,3,2,Autumn,381,14763.75,38.75,3.1,11553,7123,4095.53,0
GTA5-104778,31/10/2017,66,4,4,1,2,3,2,Autumn,252,9069.48,35.99,10,10700,7331,3391.16,0
GTA5-104784,31/10/2017,67,4,2,1,4,3,2,Autumn,678,21499.38,31.71,20.7,28091,12880,14839.39,0
GTA5-104765,31/10/2017,68,1,1,1,6,3,2,Autumn,392,8886.64,22.67,24.4,15839,12018,6246.13,0
GTA5-104746,31/10/2017,69,4,2,2,11,3,2,Autumn,192,6679.68,34.79,13,6392,3436,1874.43,0
GTA5-104793,31/10/2017,70,5,4,2,9,3,2,Autumn,576,15131.52,26.27,12.4,25852,11623,12381.18,0
GTA5-104745,31/10/2017,71,4,2,1,6,3,2,Autumn,218,7122.06,32.67,18.3,8320,3959,5751.52,0
GTA5-104730,31/10/2017,72,2,3,1,2,3,2,Autumn,180,4933.8,27.41,8.6,6690,5305,2872.83,0
GTA5-104776,31/10/2017,73,5,1,2,11,3,2,Autumn,435,11871.15,27.29,9,18813,15325,13840.64,0
GTA5-104733,31/10/2017,74,5,2,2,9,3,2,Autumn,1080,23608.8,21.86,27.1,36601,29165,28404.67,0
GTA5-104721,31/10/2017,75,4,2,1,4,3,2,Autumn,606,19676.82,32.47,18.8,23895,9916,8906.92,0
GTA5-104755,31/10/2017,76,3,2,1,5,3,2,Autumn,149,4307.59,28.91,27.7,5549,2880,3979.82,0
GTA5-104724,31/10/2017,77,4,2,2,11,3,2,Autumn,523,20203.49,38.63,3.4,17999,11922,8798.65,0
GTA5-104728,31/10/2017,78,4,2,2,7,3,2,Autumn,601,20740.51,34.51,13.7,11510,8386,7386.96,0
GTA5-104739,31/10/2017,79,3,2,1,5,3,2,Autumn,538,21514.62,39.99,0,31043,14680,16368.81,0
GTA5-104788,31/10/2017,80,5,2,2,11,3,2,Autumn,677,18881.53,27.89,7,27935,19347,19828.3,0
GTA5-104753,31/10/2017,81,4,2,1,3,3,2,Autumn,119,4639.81,38.99,2.5,5364,1891,1892.03,0
GTA5-104740,31/10/2017,82,5,2,2,11,3,2,Autumn,634,16388.9,25.85,13.8,21726,8272,13349.21,0
GTA5-104794,31/10/2017,83,4,2,1,4,3,2,Autumn,154,6158.46,39.99,0,10967,4058,5643.33,0
GTA5-104783,31/10/2017,84,5,1,2,11,3,2,Autumn,420,12595.8,29.99,0,23661,15547,7410.31,0
GTA5-104717,31/10/2017,85,3,2,2,8,3,2,Autumn,1260,47061,37.35,6.6,44999,26501,17951.92,0
GTA5-104707,31/10/2017,86,5,1,2,11,3,2,Autumn,2916,74328.84,25.49,15,122235,41685,61456.63,0
GTA5-104715,31/10/2017,87,5,3,2,7,3,2,Autumn,123,3168.48,25.76,14.1,3227,2233,1908.67,0
GTA5-104768,31/10/2017,88,1,1,2,10,3,2,Autumn,231,5888.19,25.49,15,11768,5830,10755.67,0
GTA5-104856,30/11/2017,1,3,2,2,10,3,3,Autumn,430,8681.7,20.19,49.5,9890,4306,5161.16,1
GTA5-104887,30/11/2017,2,3,3,2,9,3,3,Autumn,710,14533.7,20.47,48.8,13506,6498,7391.85,1
GTA5-104799,30/11/2017,2,4,2,1,3,3,3,Autumn,618,10357.68,16.76,58.1,17009,7899,14684.44,1
GTA5-104833,30/11/2017,3,3,2,2,11,3,3,Autumn,265,5636.55,21.27,46.8,3992,1501,2315.89,1
GTA5-104835,30/11/2017,4,2,2,2,10,3,3,Autumn,1627,36151.94,22.22,25.9,27825,17599,16035.19,1
GTA5-104822,30/11/2017,5,1,4,2,9,3,3,Autumn,582,11098.74,19.07,36.4,11481,7480,6939.76,1
GTA5-104818,30/11/2017,6,1,2,2,9,3,3,Autumn,218,4373.08,20.06,33.1,4595,3350,4389.39,1
GTA5-104832,30/11/2017,7,4,2,2,10,3,3,Autumn,279,6559.29,23.51,41.2,5613,4138,4462.28,1
GTA5-104860,30/11/2017,8,4,3,2,7,3,3,Autumn,503,12851.65,25.55,36.1,5774,4579,5222.66,1
GTA5-104831,30/11/2017,9,1,3,1,4,3,3,Autumn,1032,19804.08,19.19,36,15232,5352,9292.14,1
GTA5-104886,30/11/2017,10,3,2,2,11,3,3,Autumn,1268,25448.76,20.07,49.8,22197,13795,16846.21,1
GTA5-104798,30/11/2017,10,2,2,2,10,3,3,Autumn,1180,17416.8,14.76,50.8,19679,15873,5091.28,1
GTA5-104866,30/11/2017,11,3,2,1,3,3,3,Autumn,577,12618.99,21.87,45.3,7770,5062,5247.37,1
GTA5-104876,30/11/2017,12,4,2,2,10,3,3,Autumn,138,2764.14,20.03,49.9,1243,860,807.84,1
GTA5-104796,30/11/2017,13,3,1,1,2,3,3,Autumn,2126,60527.22,28.47,28.8,37266,12716,23408.24,1
GTA5-104884,30/11/2017,13,3,2,1,3,3,3,Autumn,1835,39250.65,21.39,46.5,27147,12060,9438.32,1
GTA5-104800,30/11/2017,14,3,2,2,9,3,3,Autumn,491,15235.73,31.03,22.4,7343,5685,5658.15,1
GTA5-104888,30/11/2017,14,3,2,1,5,3,3,Autumn,418,11499.18,27.51,31.2,8967,6093,4198.37,1
GTA5-104881,30/11/2017,15,4,2,2,10,3,3,Autumn,3443,92375.69,26.83,32.9,63340,28144,19311.52,1
GTA5-104801,30/11/2017,16,3,1,1,2,3,3,Autumn,619,11513.4,18.6,53.5,9557,3907,5922.82,1
GTA5-104889,30/11/2017,16,3,3,2,9,3,3,Autumn,504,12937.68,25.67,35.8,8779,3934,4423.29,1
GTA5-104857,30/11/2017,17,3,2,1,4,3,3,Autumn,506,11329.34,22.39,44,11329,5038,8803.06,1
GTA5-104868,30/11/2017,18,5,3,2,8,3,3,Autumn,318,4804.98,15.11,49.6,4646,2975,4495.29,1
GTA5-104829,30/11/2017,19,4,3,2,8,3,3,Autumn,460,9545,20.75,48.1,10610,8529,3735.63,1
GTA5-104814,30/11/2017,20,3,2,1,6,3,3,Autumn,1136,22401.92,19.72,50.7,18297,11288,6979.6,1
GTA5-104892,30/11/2017,21,5,2,2,8,3,3,Autumn,182,3252.34,17.87,40.4,2530,1789,1086.07,1
GTA5-104804,30/11/2017,21,3,1,1,2,3,3,Autumn,218,5709.42,26.19,34.5,3819,1433,1952.72,1
GTA5-104837,30/11/2017,22,4,1,1,5,3,3,Autumn,643,11342.52,17.64,55.9,11084,8272,7068.66,1
GTA5-104841,30/11/2017,23,4,3,1,6,3,3,Autumn,371,9449.37,25.47,36.3,7180,3508,5606.28,1
GTA5-104842,30/11/2017,24,4,3,1,1,3,3,Autumn,194,4165.18,21.47,46.3,4003,1774,4427.65,1
GTA5-104863,30/11/2017,25,5,2,2,8,3,3,Autumn,214,2882.58,13.47,55.1,2041,787,2273.14,1
GTA5-104815,30/11/2017,26,3,2,1,4,3,3,Autumn,960,15283.2,15.92,60.2,20203,13908,9449.62,1
GTA5-104807,30/11/2017,27,1,1,2,11,3,3,Autumn,2237,34069.51,15.23,49.2,34439,21083,24398.14,1
GTA5-104846,30/11/2017,28,2,2,1,6,3,3,Autumn,195,2934.75,15.05,49.8,3477,2725,1105.36,1
GTA5-104806,30/11/2017,29,5,2,2,8,3,3,Autumn,4098,61470,15,50,57870,29061,31699.94,1
GTA5-104894,30/11/2017,29,4,1,2,9,3,3,Autumn,4401,87491.88,19.88,50.3,41401,25392,44252.35,1
GTA5-104820,30/11/2017,30,1,2,2,8,3,3,Autumn,263,3771.42,14.34,52.2,4019,3007,1602.48,1
GTA5-104867,30/11/2017,31,3,2,2,11,3,3,Autumn,720,15976.8,22.19,44.5,11169,5403,7586.67,1
GTA5-104853,30/11/2017,32,5,2,2,10,3,3,Autumn,2089,24127.95,11.55,61.5,28832,11843,15159.31,1
GTA5-104845,30/11/2017,33,1,2,1,4,3,3,Autumn,515,9697.45,18.83,37.2,8474,3048,3319.67,1
GTA5-104823,30/11/2017,34,5,2,2,9,3,3,Autumn,417,7289.16,17.48,41.7,7067,3919,2775.12,1
GTA5-104869,30/11/2017,35,4,1,1,6,3,3,Autumn,2143,34373.72,16.04,59.9,35069,26194,16627.05,1
GTA5-104878,30/11/2017,36,3,1,2,10,3,3,Autumn,1498,31143.42,20.79,48,20677,8619,19531.43,1
GTA5-104872,30/11/2017,37,2,2,1,5,3,3,Autumn,246,4159.86,16.91,43.6,3392,2129,2201.08,1
GTA5-104871,30/11/2017,38,1,4,1,6,3,3,Autumn,653,8795.91,13.47,55.1,12018,8284,4008.72,1
GTA5-104847,30/11/2017,39,5,1,2,11,3,3,Autumn,1405,18040.2,12.84,57.2,20111,16082,16826.94,1
GTA5-104808,30/11/2017,40,4,2,2,10,3,3,Autumn,1650,42223.5,25.59,36,34521,11737,29453.2,1
GTA5-104817,30/11/2017,41,5,2,2,9,3,3,Autumn,3188,62803.6,19.7,34.3,54691,40491,41828.91,1
GTA5-104826,30/11/2017,42,4,1,2,11,3,3,Autumn,320,6896,21.55,46.1,4154,3100,3200.91,1
GTA5-104852,30/11/2017,43,4,4,2,7,3,3,Autumn,600,12066,20.11,49.7,7081,5726,5247.76,1
GTA5-104858,30/11/2017,44,1,2,2,7,3,3,Autumn,379,4775.4,12.6,58,5577,2855,3500.77,1
GTA5-104844,30/11/2017,45,2,2,2,10,3,3,Autumn,557,8137.77,14.61,51.3,4763,3875,3983.94,1
GTA5-104865,30/11/2017,46,4,2,2,9,3,3,Autumn,476,7558.88,15.88,60.3,6446,2687,3677.46,1
GTA5-104825,30/11/2017,47,5,2,2,11,3,3,Autumn,364,7869.68,21.62,27.9,5505,2291,2537.5,1
GTA5-104850,30/11/2017,48,4,2,2,9,3,3,Autumn,517,11947.87,23.11,42.2,7266,2857,4218.84,1
GTA5-104879,30/11/2017,49,3,2,2,8,3,3,Autumn,490,9682.4,19.76,50.6,9036,3310,5491,1
GTA5-104870,30/11/2017,50,4,3,2,9,3,3,Autumn,886,16089.76,18.16,54.6,18867,9715,10777.52,1
GTA5-104797,30/11/2017,51,3,2,2,7,3,3,Autumn,1474,25588.64,17.36,56.6,18896,14075,6092.51,1
GTA5-104885,30/11/2017,51,2,2,2,9,3,3,Autumn,996,18933.96,19.01,36.6,18594,7547,13199.32,1
GTA5-104848,30/11/2017,52,3,1,2,11,3,3,Autumn,720,12240,17,57.5,8098,4207,3805.93,1
GTA5-104875,30/11/2017,53,4,1,1,2,3,3,Autumn,156,3218.28,20.63,48.4,3101,1295,1550.31,1
GTA5-104828,30/11/2017,54,2,2,2,11,3,3,Autumn,84,1299.48,15.47,48.4,1791,1155,607.27,1
GTA5-104810,30/11/2017,55,3,2,1,1,3,3,Autumn,1683,36874.53,21.91,45.2,30205,10900,18910.53,1
GTA5-104874,30/11/2017,56,4,1,2,11,3,3,Autumn,1295,25938.85,20.03,49.9,14569,7389,6658.24,1
GTA5-104834,30/11/2017,57,2,2,2,8,3,3,Autumn,644,15410.92,23.93,20.2,14363,5947,11869.61,1
GTA5-104813,30/11/2017,58,3,2,2,9,3,3,Autumn,1476,25682.4,17.4,56.5,19002,13353,10051.98,1
GTA5-104880,30/11/2017,59,3,2,2,10,3,3,Autumn,515,13364.25,25.95,35.1,10549,3802,4851.74,1
GTA5-104882,30/11/2017,60,3,2,2,10,3,3,Autumn,458,8793.6,19.2,52,11747,6900,6882.16,1
GTA5-104802,30/11/2017,61,5,4,2,7,3,3,Autumn,436,9465.56,21.71,27.6,6007,3270,6399.95,1
GTA5-104890,30/11/2017,61,4,3,2,9,3,3,Autumn,286,6094.66,21.31,46.7,4782,3425,2469.98,1
GTA5-104824,30/11/2017,62,3,2,2,11,3,3,Autumn,967,18295.64,18.92,52.7,17335,10069,10679.96,1
GTA5-104811,30/11/2017,63,3,2,2,9,3,3,Autumn,1349,26224.56,19.44,51.4,27885,13842,18033.48,1
GTA5-104877,30/11/2017,64,4,3,2,11,3,3,Autumn,810,19269.9,23.79,40.5,8450,5481,5356.87,1
GTA5-104838,30/11/2017,65,5,2,2,9,3,3,Autumn,1104,20192.16,18.29,39,13871,4777,8497.24,1
GTA5-104859,30/11/2017,66,2,2,2,9,3,3,Autumn,466,8033.84,17.24,42.5,9313,5314,10276.47,1
GTA5-104836,30/11/2017,67,4,2,2,11,3,3,Autumn,1633,32072.12,19.64,50.9,36240,14658,18934.04,1
GTA5-104843,30/11/2017,68,3,1,2,7,3,3,Autumn,1469,27382.16,18.64,53.4,26345,11540,26998.23,1
GTA5-104821,30/11/2017,69,4,2,2,9,3,3,Autumn,530,12354.3,23.31,41.7,8955,4139,6751.59,1
GTA5-104854,30/11/2017,70,4,2,2,9,3,3,Autumn,921,24010.47,26.07,34.8,16787,12272,12338.13,1
GTA5-104827,30/11/2017,71,1,2,2,8,3,3,Autumn,292,5647.28,19.34,35.5,5170,3154,3585.84,1
GTA5-104819,30/11/2017,72,1,2,2,10,3,3,Autumn,457,5141.25,11.25,62.5,6514,3414,3575.43,1
GTA5-104849,30/11/2017,73,2,2,1,3,3,3,Autumn,783,15143.22,19.34,35.5,12230,6383,13279.3,1
GTA5-104840,30/11/2017,74,5,1,2,9,3,3,Autumn,3307,49108.95,14.85,50.5,53028,34042,19478.33,1
GTA5-104809,30/11/2017,75,3,1,1,4,3,3,Autumn,2600,56862,21.87,45.3,42455,20098,25492.85,1
GTA5-104864,30/11/2017,76,1,2,2,8,3,3,Autumn,173,2553.48,14.76,50.8,3583,1530,2081.32,1
GTA5-104812,30/11/2017,77,5,2,2,9,3,3,Autumn,1225,20090,16.4,45.3,24245,18384,11475.06,1
GTA5-104816,30/11/2017,78,3,2,1,1,3,3,Autumn,1188,34915.32,29.39,26.5,19486,14910,6626.64,1
GTA5-104873,30/11/2017,79,1,2,1,5,3,3,Autumn,1037,15886.84,15.32,48.9,26395,9818,18676.32,1
GTA5-104830,30/11/2017,80,3,2,1,2,3,3,Autumn,1021,23717.83,23.23,41.9,21490,11949,12282.57,1
GTA5-104839,30/11/2017,81,1,1,2,7,3,3,Autumn,232,3125.04,13.47,55.1,4907,2465,2240.02,1
GTA5-104861,30/11/2017,82,5,2,2,9,3,3,Autumn,1151,23399.83,20.33,32.2,21470,11545,14753.44,1
GTA5-104851,30/11/2017,83,1,3,2,7,3,3,Autumn,439,8055.65,18.35,38.8,5200,3521,4133.13,1
GTA5-104862,30/11/2017,84,1,2,1,2,3,3,Autumn,705,13930.8,19.76,34.1,15810,10427,5816.85,1
GTA5-104893,30/11/2017,85,1,2,1,4,3,3,Autumn,2181,38974.47,17.87,40.4,45613,25416,34835.86,1
GTA5-104805,30/11/2017,85,3,2,2,7,3,3,Autumn,4614,80652.72,17.48,56.3,50379,40536,22325.01,1
GTA5-104795,30/11/2017,86,1,2,1,2,3,3,Autumn,5066,82778.44,16.34,45.5,76264,26641,33208.77,1
GTA5-104883,30/11/2017,86,4,1,2,11,3,3,Autumn,6767,167483.25,24.75,38.1,74973,57229,55570.92,1
GTA5-104803,30/11/2017,87,3,1,1,2,3,3,Autumn,159,3560.01,22.39,44,3791,1677,2898.78,1
GTA5-104891,30/11/2017,87,3,3,1,3,3,3,Autumn,239,5685.81,23.79,40.5,5000,1759,1846.31,1
GTA5-104855,30/11/2017,88,3,2,1,5,3,3,Autumn,869,12895.96,14.84,62.9,20468,7018,9429.53,1
GTA5-104932,31/12/2017,1,3,3,2,9,3,4,Winter,444,9319.56,20.99,47.5,7995,4828,4942.72,1
GTA5-104987,31/12/2017,2,5,2,2,9,3,4,Winter,890,16705.3,18.77,37.4,11058,6199,10664.68,1
GTA5-104899,31/12/2017,2,4,2,2,7,3,4,Winter,746,24938.78,33.43,16.4,12009,5439,8877.21,1
GTA5-104962,31/12/2017,3,5,2,2,9,3,4,Winter,338,5289.7,15.65,47.8,3284,1202,5151.01,1
GTA5-104950,31/12/2017,4,3,3,2,9,3,4,Winter,3344,52567.68,15.72,60.7,68840,31371,116100.33,1
GTA5-104927,31/12/2017,5,4,1,1,5,3,4,Winter,987,19068.84,19.32,51.7,17972,8198,24989.84,1
GTA5-104951,31/12/2017,6,5,2,2,7,3,4,Winter,413,2899.26,7.02,76.6,8432,6271,13153.04,1
GTA5-104967,31/12/2017,7,5,2,2,11,3,4,Winter,717,15006.81,20.93,30.2,7239,4648,5430.65,1
GTA5-104918,31/12/2017,8,4,4,2,10,3,4,Winter,381,9993.63,26.23,34.4,9300,3208,7840.88,1
GTA5-104979,31/12/2017,9,3,2,2,7,3,4,Winter,1398,26729.76,19.12,52.2,20774,7031,25198.45,1
GTA5-104898,31/12/2017,10,2,1,1,6,3,4,Winter,1693,15897.27,9.39,68.7,25997,9831,16998.71,1
GTA5-104986,31/12/2017,10,4,1,2,8,3,4,Winter,1312,37247.68,28.39,29,23211,11800,24094.81,1
GTA5-104959,31/12/2017,11,1,1,2,8,3,4,Winter,381,5623.56,14.76,50.8,5861,2640,5050.99,1
GTA5-104925,31/12/2017,12,5,2,2,11,3,4,Winter,172,2420.04,14.07,53.1,2312,1117,3135.37,1
GTA5-104984,31/12/2017,13,5,2,2,11,3,4,Winter,1409,26785.09,19.01,36.6,39686,18351,45879.8,1
GTA5-104896,31/12/2017,13,3,2,2,10,3,4,Winter,1640,44329.2,27.03,32.4,26600,19908,17040.28,1
GTA5-104988,31/12/2017,14,1,4,2,11,3,4,Winter,408,5789.52,14.19,52.7,6856,2590,6513.94,1
GTA5-104900,31/12/2017,14,4,3,1,2,3,4,Winter,418,9308.86,22.27,44.3,6475,3988,8934.54,1
GTA5-104954,31/12/2017,15,2,4,2,7,3,4,Winter,3087,47200.23,15.29,49,53142,43251,81452.31,1
GTA5-104901,31/12/2017,16,5,1,2,9,3,4,Winter,655,9805.35,14.97,50.1,7627,4038,5591.12,1
GTA5-104989,31/12/2017,16,3,1,1,1,3,4,Winter,511,8748.32,17.12,57.2,9475,3712,8039.36,1
GTA5-104961,31/12/2017,17,5,4,2,10,3,4,Winter,453,8978.46,19.82,33.9,10626,6106,10938.4,1
GTA5-104934,31/12/2017,18,4,2,2,11,3,4,Winter,314,6515.5,20.75,48.1,4684,1921,3140.49,1
GTA5-104965,31/12/2017,19,3,2,1,4,3,4,Winter,1122,18894.48,16.84,57.9,22568,8881,13977.19,1
GTA5-104914,31/12/2017,20,4,2,2,7,3,4,Winter,782,17540.26,22.43,43.9,14490,10937,12735.62,1
GTA5-104904,31/12/2017,21,2,2,2,11,3,4,Winter,155,1692.6,10.92,63.6,1831,1161,1789.14,1
GTA5-104992,31/12/2017,21,2,3,1,6,3,4,Winter,137,2464.63,17.99,40,1969,1041,1660.2,1
GTA5-104946,31/12/2017,22,3,2,2,11,3,4,Winter,831,18739.05,22.55,43.6,11033,6590,10342.88,1
GTA5-104978,31/12/2017,23,3,1,1,3,3,4,Winter,442,8627.84,19.52,51.2,6971,4436,7811.03,1
GTA5-104922,31/12/2017,24,5,2,2,7,3,4,Winter,302,4439.4,14.7,51,4448,2046,3774.26,1
GTA5-104968,31/12/2017,25,5,2,2,8,3,4,Winter,192,3805.44,19.82,33.9,2064,1533,1957.26,1
GTA5-104915,31/12/2017,26,3,1,2,10,3,4,Winter,816,18923.04,23.19,42,15091,11876,13525.52,1
GTA5-104907,31/12/2017,27,2,2,1,2,3,4,Winter,1790,34887.1,19.49,35,24151,13451,16005.11,1
GTA5-104930,31/12/2017,28,3,1,2,8,3,4,Winter,356,6863.68,19.28,51.8,6553,3427,7717.76,1
GTA5-104906,31/12/2017,29,5,2,2,7,3,4,Winter,3968,77812.48,19.61,34.6,71092,39490,69988.32,1
GTA5-104994,31/12/2017,29,2,2,2,10,3,4,Winter,2385,39471.75,16.55,44.8,34959,15017,32490.31,1
GTA5-104970,31/12/2017,30,3,3,2,9,3,4,Winter,371,7316.12,19.72,50.7,7105,2390,8274.14,1
GTA5-104952,31/12/2017,31,1,1,1,2,3,4,Winter,596,6418.92,10.77,64.1,8240,3938,10551.67,1
GTA5-104953,31/12/2017,32,3,2,1,1,3,4,Winter,1541,29279,19,52.5,27097,10174,19912.2,1
GTA5-104945,31/12/2017,33,3,2,1,5,3,4,Winter,1070,20672.4,19.32,51.7,14879,5560,15443.8,1
GTA5-104926,31/12/2017,34,3,1,1,4,3,4,Winter,331,8748.33,26.43,33.9,6675,3023,6605.72,1
GTA5-104939,31/12/2017,35,5,3,2,8,3,4,Winter,1969,34949.75,17.75,40.8,37691,17937,43838.08,1
GTA5-104977,31/12/2017,36,5,2,2,9,3,4,Winter,1264,16495.2,13.05,56.5,30145,14675,26956.55,1
GTA5-104974,31/12/2017,37,4,1,1,2,3,4,Winter,378,5110.56,13.52,66.2,4841,2108,5202.62,1
GTA5-104924,31/12/2017,38,3,2,1,6,3,4,Winter,882,14570.64,16.52,58.7,15935,7996,17782.28,1
GTA5-104947,31/12/2017,39,2,1,1,1,3,4,Winter,682,8224.92,12.06,59.8,12333,7510,18264.08,1
GTA5-104908,31/12/2017,40,5,2,2,7,3,4,Winter,2957,50801.26,17.18,42.7,34245,18643,45554.86,1
GTA5-104958,31/12/2017,41,1,2,2,7,3,4,Winter,2341,41342.06,17.66,41.1,30374,24312,26799.29,1
GTA5-104966,31/12/2017,42,1,2,2,8,3,4,Winter,247,4280.51,17.33,42.2,4739,1911,3902.93,1
GTA5-104973,31/12/2017,43,4,2,2,10,3,4,Winter,359,6591.24,18.36,54.1,6562,5097,3900.75,1
GTA5-104969,31/12/2017,44,4,3,1,3,3,4,Winter,262,4590.24,17.52,56.2,6356,5028,6686.17,1
GTA5-104919,31/12/2017,45,4,2,2,7,3,4,Winter,518,12592.58,24.31,39.2,7456,6019,7121.82,1
GTA5-104960,31/12/2017,46,4,2,2,7,3,4,Winter,655,10689.6,16.32,59.2,5016,2225,5898.07,1
GTA5-104942,31/12/2017,47,1,4,1,5,3,4,Winter,172,3011.72,17.51,41.6,4751,2817,4479.23,1
GTA5-104941,31/12/2017,48,5,2,2,7,3,4,Winter,420,5682.6,13.53,54.9,11076,5467,8424.44,1
GTA5-104948,31/12/2017,49,1,2,2,7,3,4,Winter,241,4820,20,33.3,5166,2446,5486.73,1
GTA5-104921,31/12/2017,50,3,2,2,7,3,4,Winter,969,24447.87,25.23,36.9,26623,10056,13095.49,1
GTA5-104897,31/12/2017,51,3,3,1,5,3,4,Winter,1500,41085,27.39,31.5,25807,9579,25771.28,1
GTA5-104985,31/12/2017,51,3,1,1,5,3,4,Winter,1440,24019.2,16.68,58.3,27396,9662,25981.24,1
GTA5-104931,31/12/2017,52,1,2,2,8,3,4,Winter,259,4682.72,18.08,39.7,5292,3484,5851.04,1
GTA5-104955,31/12/2017,53,4,2,2,8,3,4,Winter,143,3276.13,22.91,42.7,2262,1361,3319.36,1
GTA5-104975,31/12/2017,54,1,4,2,8,3,4,Winter,145,2014.05,13.89,53.7,2871,1472,2806.7,1
GTA5-104910,31/12/2017,55,3,2,2,11,3,4,Winter,1303,26880.89,20.63,48.4,27527,12718,37902.12,1
GTA5-104944,31/12/2017,56,3,2,2,11,3,4,Winter,1051,23321.69,22.19,44.5,20190,9079,20965.46,1
GTA5-104943,31/12/2017,57,4,2,2,7,3,4,Winter,717,11672.76,16.28,59.3,11053,8504,11287.28,1
GTA5-104913,31/12/2017,58,5,1,2,8,3,4,Winter,1277,14251.32,11.16,62.8,16487,7998,27783.7,1
GTA5-104964,31/12/2017,59,2,1,1,1,3,4,Winter,269,5089.48,18.92,36.9,7454,2659,5109.53,1
GTA5-104981,31/12/2017,60,1,2,2,10,3,4,Winter,436,7516.64,17.24,42.5,6225,2945,10835.95,1
GTA5-104902,31/12/2017,61,5,1,2,8,3,4,Winter,425,7352.5,17.3,42.3,6455,4110,2964.41,1
GTA5-104990,31/12/2017,61,2,4,1,6,3,4,Winter,265,3617.25,13.65,54.5,3896,1317,4272.32,1
GTA5-104972,31/12/2017,62,3,2,1,3,3,4,Winter,1550,32286.5,20.83,47.9,16997,11476,18528.95,1
GTA5-104911,31/12/2017,63,4,2,1,6,3,4,Winter,1095,30692.85,28.03,29.9,24936,11791,23036.53,1
GTA5-104982,31/12/2017,64,3,2,2,10,3,4,Winter,1255,26392.65,21.03,47.4,21162,11633,32394.43,1
GTA5-104949,31/12/2017,65,5,2,2,10,3,4,Winter,914,14687.98,16.07,46.4,10536,8490,15663.48,1
GTA5-104937,31/12/2017,66,4,1,2,9,3,4,Winter,804,19191.48,23.87,40.3,13728,5766,12584.73,1
GTA5-104976,31/12/2017,67,3,1,2,11,3,4,Winter,2286,49811.94,21.79,45.5,33551,18147,31839.9,1
GTA5-104938,31/12/2017,68,1,2,1,2,3,4,Winter,1174,20239.76,17.24,42.5,19708,7847,14206.47,1
GTA5-104935,31/12/2017,69,1,2,2,7,3,4,Winter,296,5777.92,19.52,34.9,7414,2808,5937.84,1
GTA5-104957,31/12/2017,70,2,1,1,5,3,4,Winter,753,14359.71,19.07,36.4,14598,6737,16296.94,1
GTA5-104940,31/12/2017,71,2,3,2,11,3,4,Winter,395,6051.4,15.32,48.9,7173,3179,5328.72,1
GTA5-104971,31/12/2017,72,3,2,1,3,3,4,Winter,543,10876.29,20.03,49.9,8030,5035,8304.29,1
GTA5-104933,31/12/2017,73,2,2,1,2,3,4,Winter,545,8627.35,15.83,47.2,12666,7667,5372,1
GTA5-104917,31/12/2017,74,5,1,2,11,3,4,Winter,2134,29577.24,13.86,53.8,46203,33395,57475.6,1
GTA5-104909,31/12/2017,75,3,2,2,7,3,4,Winter,2135,44557.45,20.87,47.8,39666,26352,71018.03,1
GTA5-104980,31/12/2017,76,4,1,2,9,3,4,Winter,300,7761,25.87,35.3,6521,3010,5304.7,1
